split,source_image,source_xml,yolo_image,yolo_label,num_plate_boxes,width,height
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13396.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13396.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13396.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13396.txt,1,1280,720
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13397.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13397.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13397.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13397.txt,1,1280,720
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13398.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13398.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13398.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13398.txt,1,1280,720
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13399.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13399.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13399.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13399.txt,5,1280,720
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13400.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13400.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13400.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13400.txt,1,1280,720
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13401_extra.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13401_extra.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13401_extra.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13401_extra.txt,1,1280,720
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13402.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13402.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13402.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13402.txt,1,1280,720
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13404.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13404.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13404.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13404.txt,1,1280,720
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13406.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13406.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13406.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13406.txt,1,1280,720
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13407.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13407.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13407.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13407.txt,1,1280,720
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13408.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13408.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13408.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13408.txt,1,1280,720
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13409.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13409.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13409.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13409.txt,1,1280,720
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13410.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13410.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13410.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13410.txt,3,1280,720
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13411.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13411.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13411.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13411.txt,1,1280,720
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13412_extra.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13412_extra.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13412_extra.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13412_extra.txt,1,1280,720
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13413_extra.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13413_extra.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13413_extra.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13413_extra.txt,1,1280,720
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13414.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13414.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13414.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13414.txt,1,1280,720
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13415_extra.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13415_extra.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13415_extra.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13415_extra.txt,1,1280,720
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13416.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13416.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13416.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13416.txt,1,1280,720
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13417.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13417.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13417.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13417.txt,1,1280,720
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13418.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13418.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13418.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13418.txt,1,1280,720
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13419_extra.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13419_extra.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13419_extra.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13419_extra.txt,1,1280,720
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13420.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13420.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13420.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13420.txt,3,1280,720
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13421_extra.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13421_extra.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13421_extra.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13421_extra.txt,3,1280,720
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13422.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13422.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13422.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13422.txt,1,1280,720
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13423.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13423.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13423.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13423.txt,1,1280,720
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13424.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13424.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13424.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13424.txt,1,720,1280
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13425.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13425.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13425.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13425.txt,1,1280,720
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13426.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13426.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13426.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13426.txt,1,1280,720
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13427.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13427.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13427.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13427.txt,1,1280,720
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13429.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13429.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13429.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13429.txt,1,1280,720
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13430.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13430.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13430.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13430.txt,1,1280,720
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13431.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13431.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13431.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13431.txt,1,1280,720
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13432.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13432.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13432.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13432.txt,1,1280,720
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13433.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13433.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13433.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13433.txt,1,1280,720
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13434.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13434.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13434.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13434.txt,1,720,1280
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13435.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13435.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13435.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13435.txt,4,1280,720
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13436.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13436.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13436.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13436.txt,2,720,1280
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13437.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13437.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13437.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13437.txt,2,720,1280
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13438_extra.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13438_extra.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13438_extra.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13438_extra.txt,1,720,1280
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13439.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13439.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13439.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13439.txt,1,720,1280
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13440.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13440.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13440.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13440.txt,1,1280,720
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13441.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13441.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13441.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13441.txt,4,1280,720
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13442.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13442.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13442.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13442.txt,1,1280,720
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13443.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13443.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13443.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13443.txt,1,1280,720
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13444_extra.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13444_extra.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13444_extra.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13444_extra.txt,1,1280,720
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13445_extra.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13445_extra.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13445_extra.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13445_extra.txt,1,1280,720
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13446.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13446.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13446.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13446.txt,1,720,1280
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13447.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13447.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13447.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13447.txt,1,1280,720
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13448.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13448.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13448.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13448.txt,1,1280,720
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13449.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13449.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13449.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13449.txt,1,1280,720
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13451.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13451.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13451.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13451.txt,1,1280,720
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13452.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13452.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13452.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13452.txt,1,1280,720
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13453_extra.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13453_extra.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13453_extra.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13453_extra.txt,1,1280,720
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13454.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_1/train/day_13454.xml,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/images/train/day_13454.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Saved_models/model_1/yolo_dataset/labels/train/day_13454.txt,1,1280,720
